segment_124|unused|Энэхүү хөлөг битүү хашигдсан нэгэн зүйлд буюу сүйтгэх их хүчит цаг хугацаанд ч үл автах, шуугиант бужигнаант жигүүртэн шувууд ч үл ойртох орхигдон мартагдсан дархан газарт байгаа юм шиг санагдаж байлаа.
segment_125|unused|Аянчид тэсэж чадалгүй хөлгийн доторхыг нэгжиж үзсэн боловч багшран ургасан цэцгээс өөр юу ч байсангүй.
segment_126|unused|Хөлөг олсноор далай ойрхон байгаа нь мэдэгдсэнд Буэндиа урам хугарав.
segment_127|unused|Энэ далай тоо томшгүй зовлон зүдгүүртэй тулгаран хайх үед нь олдоогүй өмнө нь давтагдашгүй саад болон хөндөлссөнд ороо бусгаа хувь заяа өөрөөр нь даажигнан тоглож байна гэж боджээ.
segment_128|unused|Олоон жилийн хойно хурандаа Аурелиано Буэндиа шуудангийн их зам хэдийнээ тавигдсан энэ нутагт ирээд, намуу цэцэгт талын дунд хөлгийн шатсан сэг байхыг үзэхдээ тэр бүх түүхийг эцэг нь санаанаасаа зохиогоогүй юм байна гэдэгт сая итгэж, тэр хөлөг яаж хуурай газар ийм хол ирсэн юм бол? гэж гайхжээ.
segment_129|unused|Харин Хосе Аркадио Буэндиа дөрвөн өдөр яваад эндээс хорь орчим биеэ чилээсэнгүй.
segment_130|unused|Нөхдийнхөө хамт туулсан зовлон зүдгүүртэй, тулгарсан аюул осолтой нь зүйрлүүлбэл юу ч биш энэ хөөст, бохир, үнсэн саарал далайн захад мөрөөдөл нь унтарч билээ.
segment_131|unused|- Хараал идмэр! Макондо тал бүрээсээ усаар хашигдсан юм байна
segment_132|unused|гэж Хосе Аркадио Буэндиа дуу алдав.
segment_133|unused|Хосе Аркадио Буэндиагийн аянаас буцаж ирээд зохиосон тун сэжигтэй газрын зургаар хүмүүс Макондог хойг дээр байдаг гэсэн бдолтой болоод их л удаж билээ.
segment_134|unused|Тэрбээр уг зургийг зурахдаа их л бухимдаж суурин байгуулах газраа тэгж бодлогогүй сонгож авсны төлөө өөрийгөө шийтгэх мэт гадаад ертөнцтэй харилцахын хэцүүг зориуд өсгөн гаргажээ.
segment_135|unused|“Бид эндээс хэзээ ч гарч чадахгүй нь.
segment_136|unused|Шинжлэх ухааны шимийг хүртэлгүй эндээ амьдаар илжрэх нь” гэж Урсуладаа гутрангүй өгүүлжээ.
segment_137|unused|Туршлагын жижиг өрөөндөө хэдэн сар үүнийг элтэл бодсоор Макондог аятай газар нүүлгэх нь зүйтэй юм гэж шийджээ.
segment_138|unused|Гэтэл эхнэр нь түүнд явахгүй гэдгээ хэлж, солиот бодлыг нь тасалжээ.
segment_139|unused|Урсула шоргоолж шиг анзаарагдалгүй, уйгагүйгээр хөдлөн, нүүхээр зэхэж эхлээд байсан эрчүүлийн өөдөөс тосгоны эмэгтэйчүүдийг тавив.
segment_140|unused|Ямар дайсагнасан хүчнээс болоод төлөвлөгөө нь давшгүй саадтай тулгарч, эцсийн бүлэгт биелшгүй мөрөөдөл болсон бэ гэдгийг Хосе Аркадио Буэндиа хэлж мэдэхгүй байлаа.
segment_141|unused|Урсула эр нөхрөө юу ч болоогүй юм шиг ажиглаж, нүүнэ гэж амандаа үглэсээр лабораторийнхоо юмыг хайрцаглаж байхыг нэг өглөө үзээд тэр ч байтугай жаахан өрөвджээ.
segment_142|unused|Урсула энэ ажлаа дуусгахад нь саад хийсэнгүй.
segment_143|unused|Суурины эрчүүл сэдсэн санааг дэмжихгүй гэдгийг Буэндиа мэдэж (амандаа үглэхээс нь үзвэл) байгаа юм байна гэдгийг Урсула мэдсэн боловч түүнийг хайрцгаа хадаж, бийрээ бэхэнд дүрэн, овог нэрийнхээ эхний үсгийг дээр нь бичиж байх зуур ганц ч зэмлэсэн үг хэлсэнгүй.
segment_144|unused|Гагцхүү Хосе Аркадио Буэндиаг тасалгааныхаа хаалгыг нугаснаас нь салгаж эхлэхэд яах гэж ингэж байгааг нь зүрхлэн асуувал нөхөр нь
segment_145|unused|“нэгэнт явах хүн байхгүй бол бид дангаараа явцгаана аа” гэж нэлээд харамсангуй дуугарав.
segment_146|unused|Урсула туйлын тайвнаар,
segment_147|unused|- Үгүй ээ, бид явахгүй. Хүүгийнхээ унасан газраас бид холдохгүй гэж хэлсэнд Хосе Аркадио Буэндиа,
segment_148|unused|- Энд одоохондоо хэн ч үхээгүй байгаа. Үхсэнээ оршуулаагүй л бол хүн газартай холбоо байхгүй гэлээ.
segment_149|unused|Урсула зөөлөн боловч эрсхэн татгалзаж,
segment_150|unused|- Эндээ байхын тулд би үхэх хэрэг гардаг юм бол үхнэ ээ гэж хэллээ.
segment_151|unused|Эхнэрээ ийм нугаршгүй байх юм гэж Хосе Аркадио Буэндиа зүүдэлсэнгүй.
segment_152|unused|Буэндиа сэтгэл татахаар сайхан юм зөгнөн ярьж, шидэт аршаан цацангуут л мод хүний хүссэнээр жимсэлдэг, өвчин анагаах зүйл бүрийн багажийг сул авч болдог гайхамшигт газар аваачна гэж амласан боловч Урсула бэлэн аманд нь сэтгэл хөдөлсөнгүй болой.
segment_153|unused|- Ийм солиотой дэмий юм өдөржин бодож байхын оронд хүүхдээ харж хандаж байсан нь дээргүй юү, чи цаадуулаа хар! Золбин гөлөг шиг гаргуунд хаягдсан байна шүү дээ гэж Урсула хэлжээ.
segment_154|unused|Хосе Аркадио Буэндиа эхнэрийнхээ үгийн цаад утгыг ухаарсангүй.
segment_155|unused|Нар туссан талбайд хөл нүцгэн хүүхэд тоглож байгаа нь цонхоор харагдахад, тэд яг энэ үед Урсулагийн шившлэгээр газрын ангалаас гараад ирсэн юм шиг санагджээ.
segment_156|unused|Тэгтэл дотор нь нэг л хачин жигтэй болж, оршиж байсан цагаасаа суга үсрэн гараад, урьд сэтгэлд ордоггүй байсан дуртгалд хөвөн одвой.
segment_157|unused|Урсулаг байшингийнхаа шалыг шүүрдэж эндээс насан эцэс болтлоо явахаа болилоо гэж бодож байх хооронд Хосе Аркадио Буэндиа хүүхдүүдээ гайхан хар харсаар нүдэнд нь нулимс цийлгэнэсэнд гарынхаа араар нулимсаа арчсанаа хэнгэнэтэл шүүрс алдаад,
segment_158|unused|- За яах вэ. Хайрцагнаас юмаа гаргахад элбэлц гэж цаадуулдаа хэл гэжээ.
segment_159|unused|Ууган Хосе Аркадиа нь арван дөрөв хүрсэн, дөрвөлжин толгойтой, өрвөгөр үстэй, эцгийнхээ зоргоор занг дуурайсан хүү байлаа.
segment_160|unused|Эцэг шигээ бяр ихтэй, бие томтой болж өсөх төлөвтэй боловч элдвийг ургуулан сэтгэдгийг нь дуурайгаагүй нь илт.
segment_161|unused|Уул давж явах хэцүү аяны үеэр гэдсэнд олдож, Макондог байгууллахын өмнө гарсан Хосе аркадио хөвгүүнд адгуусны ямар ч шинж тэмдэг байсангүйд эцэг эх хоёр нь тэнгэрт залбирч билээ.
segment_162|unused|Макондод төрсөн анхны хүн болох Аурелиано гуравдугаар сард зургаан ой хүрнэ.
segment_163|unused|Жаал хүү дуу цөөтэй, хажиг зантай байжээ.
segment_164|unused|Хүү эхийнхээ умайд байхдаа уйлж, нүдээ хараастай төржээ.
segment_165|unused|Хүйг нь тасалж байх зуур тэрбээр тасалгаан дотор юу байна гэж шинжих мэт толгойгоо ийш тийш эргүүлэн, тойрон байсан улсыг огт бишүүрхэж айсан янзгүй, сониучирхан харж байжээ.
segment_166|unused|Тэгснээ өөрийг нь харах гэж ирэгсдийг огт тоохыг больж, шаагин буух аадарт цохиулан юу юугүй уначих гэж айлгах далдуу модны навчин адрыг ширтжээ.
segment_167|unused|Аурелиано гуравтай байхдаа гал зууханд орж ирээд, өөрийн нь бутантай буцалгам халуун шөл гал дээрээс аваад ширээн дээр тавьж байхыг дүрлийтэл ширтэж, босгон дээр хулгасхийн зогссоноо “Одоохон унана даа!” гэж хэлснийг Урсула санаж байлаа.
segment_168|unused|Ширээний яг голд тавьсан байсан бутан жаал хүүг ингэж хэлмэгц дотроосоо далдын хүчинд түлхүүлэх мэт хажуу тийшээ гулсан газарт унаад будаа болжээ.
segment_169|unused|Урсула үүнд сэтгэл түгшин, нөхөртөө хэлсэн боловч цаадах нь ер хайхарч өгсөнгүй.
segment_170|unused|Энэ бол гэм биш, зан байлаа.
segment_171|unused|Хосе Аркадио Буэндиа хүүхдүүдийнхээ яаж байгааг огт анзаардаггүй нь, нэг талаар тэднийг оюуны цээнд хүрээгүй гэж үздэгийнх, нөгөө талаар хэрэггүй юм оролдоод толгой өөд татах завгүй байсных билээ.
